lema,zipf,rareza,categoria_provisional,silabas,acentuacion
adenocarcinoma,2.17,legendaria,,7,llana
almazara,2.17,legendaria,,4,llana
arlo,2.17,legendaria,,2,llana
articulador,2.17,legendaria,,5,aguda
asfáltico,2.17,legendaria,,4,esdrujula
astrágalo,2.17,legendaria,,4,esdrujula
atisbar,2.17,legendaria,verbo,3,aguda
augurar,2.17,legendaria,verbo,3,aguda
babilónico,2.17,legendaria,,5,esdrujula
barnizado,2.17,legendaria,,4,llana
baronía,2.17,legendaria,,4,llana
barquillo,2.17,legendaria,,3,llana
bañista,2.17,legendaria,,3,llana
boleo,2.17,legendaria,,3,llana
boyante,2.17,legendaria,,3,llana
cabestrillo,2.17,legendaria,,4,llana
calzo,2.17,legendaria,,2,llana
camarista,2.17,legendaria,,4,llana
camembert,2.17,legendaria,,3,aguda
canastilla,2.17,legendaria,,4,llana
cantuta,2.17,legendaria,,3,llana
capacho,2.17,legendaria,,3,llana
carpaccio,2.17,legendaria,,3,llana
casabe,2.17,legendaria,,3,llana
celedón,2.17,legendaria,,3,aguda
chacota,2.17,legendaria,,3,llana
champa,2.17,legendaria,,2,llana
charqui,2.17,legendaria,,2,llana
chaveta,2.17,legendaria,,3,llana
chañar,2.17,legendaria,verbo,2,aguda
chira,2.17,legendaria,,2,llana
chismorreo,2.17,legendaria,,4,llana
cipayo,2.17,legendaria,,3,llana
compostelano,2.17,legendaria,,5,llana
conservante,2.17,legendaria,,4,llana
convivio,2.17,legendaria,,3,llana
coruñés,2.17,legendaria,,3,aguda
coránica,2.17,legendaria,,4,esdrujula
costurero,2.17,legendaria,,4,llana
cubilete,2.17,legendaria,,4,llana
cuplé,2.17,legendaria,,2,aguda
damasceno,2.17,legendaria,,4,llana
darwiniana,2.17,legendaria,,4,llana
decocción,2.17,legendaria,,3,aguda
denario,2.17,legendaria,,3,llana
desautorizar,2.17,legendaria,verbo,5,aguda
desavenencia,2.17,legendaria,,5,llana
desenchufar,2.17,legendaria,verbo,4,aguda
despolitización,2.17,legendaria,,6,aguda
dialectología,2.17,legendaria,,6,llana
dinamizador,2.17,legendaria,,5,aguda
doctrinario,2.17,legendaria,,4,llana
dorna,2.17,legendaria,,2,llana
electroforesis,2.17,legendaria,,6,llana
emoticón,2.17,legendaria,,4,aguda
empapelado,2.17,legendaria,,5,llana
epoxi,2.17,legendaria,,3,llana
escusado,2.17,legendaria,,4,llana
esnifar,2.17,legendaria,verbo,3,aguda
esperpéntico,2.17,legendaria,,5,esdrujula
espiración,2.17,legendaria,,4,aguda
etología,2.17,legendaria,,5,llana
evapotranspiración,2.17,legendaria,,7,aguda
evolucionismo,2.17,legendaria,,6,llana
extracontractual,2.17,legendaria,,5,aguda
extraterritorial,2.17,legendaria,,6,aguda
exudado,2.17,legendaria,,4,llana
fastuoso,2.17,legendaria,,3,llana
felonía,2.17,legendaria,,4,llana
fisionomía,2.17,legendaria,,5,llana
fogonero,2.17,legendaria,,4,llana
frutillar,2.17,legendaria,verbo,3,aguda
fórceps,2.17,legendaria,,2,llana
galaico,2.17,legendaria,,3,llana
gañán,2.17,legendaria,,2,aguda
geomorfología,2.17,legendaria,,7,llana
glamuroso,2.17,legendaria,,4,llana
grancanaria,2.17,legendaria,,4,llana
guanta,2.17,legendaria,,2,llana
hafiz,2.17,legendaria,,2,aguda
harinero,2.17,legendaria,,4,llana
herbívoro,2.17,legendaria,,4,esdrujula
hidratar,2.17,legendaria,verbo,3,aguda
hilacha,2.17,legendaria,,3,llana
hipertextual,2.17,legendaria,,4,aguda
impalpable,2.17,legendaria,,4,llana
impenitente,2.17,legendaria,,5,llana
impuntualidad,2.17,legendaria,,5,aguda
incapacitar,2.17,legendaria,verbo,5,aguda
indoeuropeo,2.17,legendaria,,6,llana
inentendible,2.17,legendaria,,5,llana
inobservancia,2.17,legendaria,,5,llana
integralidad,2.17,legendaria,,5,aguda
interiorismo,2.17,legendaria,,5,llana
jaiba,2.17,legendaria,,2,llana
judicializar,2.17,legendaria,verbo,5,aguda
lapislázuli,2.17,legendaria,,5,esdrujula
lastimero,2.17,legendaria,,4,llana
llameante,2.17,legendaria,,4,llana
marginalización,2.17,legendaria,,6,aguda
martillar,2.17,legendaria,verbo,3,aguda
mecanicista,2.17,legendaria,,5,llana
medianero,2.17,legendaria,,4,llana
mochica,2.17,legendaria,,3,llana
modulador,2.17,legendaria,,4,aguda
mopa,2.17,legendaria,,2,llana
morato,2.17,legendaria,,3,llana
moringa,2.17,legendaria,,3,llana
multilingüismo,2.17,legendaria,,5,llana
narcoterrorismo,2.17,legendaria,,6,llana
neuquina,2.17,legendaria,,3,llana
neurocientífico,2.17,legendaria,,6,esdrujula
novelesco,2.17,legendaria,,4,llana
novenario,2.17,legendaria,,4,llana
onceavo,2.17,legendaria,,4,llana
orbitar,2.17,legendaria,verbo,3,aguda
orín,2.17,legendaria,,2,aguda
oxigenar,2.17,legendaria,verbo,4,aguda
pairo,2.17,legendaria,,2,llana
parlanchín,2.17,legendaria,,3,aguda
peonza,2.17,legendaria,,3,llana
persecutoria,2.17,legendaria,,5,llana
piqueta,2.17,legendaria,,3,llana
pirotécnico,2.17,legendaria,,5,esdrujula
pisotón,2.17,legendaria,,3,aguda
preeclampsia,2.17,legendaria,,4,llana
presentismo,2.17,legendaria,,4,llana
pucherazo,2.17,legendaria,,4,llana
pérfido,2.17,legendaria,,3,esdrujula
pólipo,2.17,legendaria,,3,esdrujula
quesería,2.17,legendaria,,4,llana
raquitismo,2.17,legendaria,,4,llana
raña,2.17,legendaria,,2,llana
reagrupamiento,2.17,legendaria,,6,llana
reconstituir,2.17,legendaria,verbo,4,aguda
reexaminar,2.17,legendaria,verbo,5,aguda
reumatología,2.17,legendaria,,6,llana
rondalla,2.17,legendaria,,3,llana
sahariano,2.17,legendaria,,4,llana
satinado,2.17,legendaria,,4,llana
serón,2.17,legendaria,,2,aguda
simplismo,2.17,legendaria,,3,llana
sisal,2.17,legendaria,,2,aguda
sonante,2.17,legendaria,,3,llana
sonidista,2.17,legendaria,,4,llana
sumerio,2.17,legendaria,,3,llana
superyó,2.17,legendaria,,3,aguda
tafur,2.17,legendaria,,2,aguda
teclista,2.17,legendaria,,3,llana
tilín,2.17,legendaria,,2,aguda
totalizar,2.17,legendaria,verbo,4,aguda
toxicológico,2.17,legendaria,,6,esdrujula
transmisible,2.17,legendaria,,4,llana
trasnochada,2.17,legendaria,,4,llana
trastocar,2.17,legendaria,verbo,3,aguda
trifásico,2.17,legendaria,,4,esdrujula
unívoca,2.17,legendaria,,4,esdrujula
volquete,2.17,legendaria,,3,llana
abstemio,2.16,legendaria,,3,llana
adrenal,2.16,legendaria,,3,aguda
aeroclub,2.16,legendaria,,4,aguda
agustiniana,2.16,legendaria,,5,llana
ajusticiar,2.16,legendaria,verbo,4,aguda
aldosterona,2.16,legendaria,,5,llana
algebraico,2.16,legendaria,,4,llana
amonestar,2.16,legendaria,verbo,4,aguda
anchoveta,2.16,legendaria,,4,llana
antepecho,2.16,legendaria,,4,llana
antidumping,2.16,legendaria,,4,aguda
antónimo,2.16,legendaria,,4,esdrujula
arada,2.16,legendaria,,3,llana
areola,2.16,legendaria,,4,llana
ascua,2.16,legendaria,,2,llana
autoclave,2.16,legendaria,,4,llana
balasto,2.16,legendaria,,3,llana
barcino,2.16,legendaria,,3,llana
biplaza,2.16,legendaria,,3,llana
brilloso,2.16,legendaria,,3,llana
calcáneo,2.16,legendaria,,4,esdrujula
caleño,2.16,legendaria,,3,llana
canonical,2.16,legendaria,,4,aguda
carbonatada,2.16,legendaria,,5,llana
cañadón,2.16,legendaria,,3,aguda
cejudo,2.16,legendaria,,3,llana
chigüire,2.16,legendaria,,3,llana
cierzo,2.16,legendaria,,2,llana
cimentado,2.16,legendaria,,4,llana
claustrofóbico,2.16,legendaria,,5,esdrujula
coclear,2.16,legendaria,verbo,3,aguda
coctelería,2.16,legendaria,,5,llana
comandita,2.16,legendaria,,4,llana
compungido,2.16,legendaria,,4,llana
computable,2.16,legendaria,,4,llana
conservera,2.16,legendaria,,4,llana
conspicuo,2.16,legendaria,,3,llana
constipado,2.16,legendaria,,4,llana
corda,2.16,legendaria,,2,llana
correligionario,2.16,legendaria,,6,llana
cromatismo,2.16,legendaria,,4,llana
cuadriculado,2.16,legendaria,,5,llana
delineante,2.16,legendaria,,5,llana
deque,2.16,legendaria,,2,llana
desalinización,2.16,legendaria,,6,aguda
desenfoque,2.16,legendaria,,4,llana
deshonrar,2.16,legendaria,verbo,3,aguda
deslave,2.16,legendaria,,3,llana
desmovilizar,2.16,legendaria,verbo,5,aguda
devónico,2.16,legendaria,,4,esdrujula
disonante,2.16,legendaria,,4,llana
electroencefalograma,2.16,legendaria,,9,llana
electrolítico,2.16,legendaria,,6,esdrujula
encarnizado,2.16,legendaria,,5,llana
enchilada,2.16,legendaria,,4,llana
encofrado,2.16,legendaria,,4,llana
encolerizado,2.16,legendaria,,6,llana
enzimático,2.16,legendaria,,5,esdrujula
escafandra,2.16,legendaria,,4,llana
escaldado,2.16,legendaria,,4,llana
espectrometría,2.16,legendaria,,6,llana
estrangulador,2.16,legendaria,,5,aguda
estreptococo,2.16,legendaria,,5,llana
euroasiático,2.16,legendaria,,6,esdrujula
europeísta,2.16,legendaria,,5,llana
eñe,2.16,legendaria,,2,llana
fascinar,2.16,legendaria,verbo,3,aguda
fraseología,2.16,legendaria,,6,llana
frigio,2.16,legendaria,,2,llana
futbolín,2.16,legendaria,,3,aguda
galea,2.16,legendaria,,3,llana
greña,2.16,legendaria,,2,llana
guaracha,2.16,legendaria,,3,llana
helenismo,2.16,legendaria,,4,llana
histograma,2.16,legendaria,,4,llana
histológico,2.16,legendaria,,5,esdrujula
homoparental,2.16,legendaria,,5,aguda
homosexualismo,2.16,legendaria,,6,llana
humorada,2.16,legendaria,,4,llana
huno,2.16,legendaria,,2,llana
impermeabilidad,2.16,legendaria,,7,aguda
inabarcable,2.16,legendaria,,5,llana
inefectivo,2.16,legendaria,,5,llana
inhibitoria,2.16,legendaria,,5,llana
interrogativo,2.16,legendaria,,6,llana
lacre,2.16,legendaria,,2,llana
latifundista,2.16,legendaria,,5,llana
lenticular,2.16,legendaria,verbo,4,aguda
locativo,2.16,legendaria,,4,llana
loteo,2.16,legendaria,,3,llana
luthier,2.16,legendaria,verbo,2,aguda
macanudo,2.16,legendaria,,4,llana
mancomunada,2.16,legendaria,,5,llana
manigua,2.16,legendaria,,3,llana
manufacturar,2.16,legendaria,verbo,5,aguda
maricona,2.16,legendaria,,4,llana
mariona,2.16,legendaria,,3,llana
masificar,2.16,legendaria,verbo,4,aguda
mecate,2.16,legendaria,,3,llana
miguelete,2.16,legendaria,,4,llana
mondadientes,2.16,legendaria,,4,llana
monocromática,2.16,legendaria,,6,esdrujula
mosqueado,2.16,legendaria,,4,llana
musicoterapia,2.16,legendaria,,6,llana
natilla,2.16,legendaria,,3,llana
negrada,2.16,legendaria,,3,llana
novatada,2.16,legendaria,,4,llana
occitano,2.16,legendaria,,4,llana
ofuscación,2.16,legendaria,,4,aguda
olmeda,2.16,legendaria,,3,llana
omnívoro,2.16,legendaria,,4,esdrujula
pacaya,2.16,legendaria,,3,llana
panchita,2.16,legendaria,,3,llana
papista,2.16,legendaria,,3,llana
parafrasear,2.16,legendaria,verbo,5,aguda
particulado,2.16,legendaria,,5,llana
peletería,2.16,legendaria,,5,llana
perineo,2.16,legendaria,,4,llana
perífrasis,2.16,legendaria,,4,esdrujula
pilote,2.16,legendaria,,3,llana
pistear,2.16,legendaria,verbo,3,aguda
polivalencia,2.16,legendaria,,5,llana
porfiria,2.16,legendaria,,3,llana
portentoso,2.16,legendaria,,4,llana
presbiteriano,2.16,legendaria,,5,llana
protocolario,2.16,legendaria,,5,llana
psicosomática,2.16,legendaria,,6,esdrujula
psiquismo,2.16,legendaria,,3,llana
pulverizador,2.16,legendaria,,5,aguda
pódium,2.16,legendaria,,2,llana
radiada,2.16,legendaria,,3,llana
rafia,2.16,legendaria,,2,llana
raposa,2.16,legendaria,,3,llana
recopilador,2.16,legendaria,,5,aguda
remunerar,2.16,legendaria,verbo,4,aguda
repujado,2.16,legendaria,,4,llana
reservista,2.16,legendaria,,4,llana
ridiculización,2.16,legendaria,,6,aguda
rosquilla,2.16,legendaria,,3,llana
sablazo,2.16,legendaria,,3,llana
satirizar,2.16,legendaria,verbo,4,aguda
segadora,2.16,legendaria,,4,llana
silbo,2.16,legendaria,,2,llana
sintonización,2.16,legendaria,,5,aguda
sismicidad,2.16,legendaria,,4,aguda
subjetivismo,2.16,legendaria,,5,llana
sublimar,2.16,legendaria,verbo,3,aguda
superadora,2.16,legendaria,,5,llana
tabulación,2.16,legendaria,,4,aguda
tabular,2.16,legendaria,verbo,3,aguda
tautología,2.16,legendaria,,5,llana
testamentario,2.16,legendaria,,5,llana
timador,2.16,legendaria,,3,aguda
tiquismiquis,2.16,legendaria,,4,llana
tocata,2.16,legendaria,,3,llana
turmalina,2.16,legendaria,,4,llana
tántalo,2.16,legendaria,,3,esdrujula
valar,2.16,legendaria,verbo,2,aguda
vampírica,2.16,legendaria,,4,esdrujula
veinteañera,2.16,legendaria,,5,llana
vicepresidencial,2.16,legendaria,,6,aguda
voladizo,2.16,legendaria,,4,llana
zarigüeya,2.16,legendaria,,4,llana
abigeato,2.15,legendaria,,5,llana
aceituno,2.15,legendaria,,4,llana
adenda,2.15,legendaria,,3,llana
adoquinado,2.15,legendaria,,5,llana
afrocubana,2.15,legendaria,,5,llana
aguar,2.15,legendaria,verbo,2,aguda
alelo,2.15,legendaria,,3,llana
aletargado,2.15,legendaria,,5,llana
algarroba,2.15,legendaria,,4,llana
amida,2.15,legendaria,,3,llana
amiguete,2.15,legendaria,,4,llana
amín,2.15,legendaria,,2,aguda
anafilaxia,2.15,legendaria,,5,llana
anamnesis,2.15,legendaria,,4,llana
anilina,2.15,legendaria,,4,llana
anticapitalismo,2.15,legendaria,,7,llana
arribismo,2.15,legendaria,,4,llana
arrope,2.15,legendaria,,3,llana
artemisia,2.15,legendaria,,4,llana
arteriosclerosis,2.15,legendaria,,6,llana
aterosclerosis,2.15,legendaria,,6,llana
avizor,2.15,legendaria,,3,aguda
avizora,2.15,legendaria,,4,llana
bactericida,2.15,legendaria,,5,llana
banalización,2.15,legendaria,,5,aguda
bechamel,2.15,legendaria,,3,aguda
biónico,2.15,legendaria,,3,esdrujula
brocheta,2.15,legendaria,,3,llana
bucanero,2.15,legendaria,,4,llana
bule,2.15,legendaria,,2,llana
calceta,2.15,legendaria,,3,llana
caney,2.15,legendaria,,2,aguda
capuleto,2.15,legendaria,,4,llana
cartoné,2.15,legendaria,,3,aguda
cartulario,2.15,legendaria,,4,llana
cataldo,2.15,legendaria,,3,llana
centroeuropeo,2.15,legendaria,,6,llana
centrífugo,2.15,legendaria,,4,esdrujula
cerbatana,2.15,legendaria,,4,llana
chimuelo,2.15,legendaria,,3,llana
circunvalar,2.15,legendaria,verbo,4,aguda
citocromo,2.15,legendaria,,4,llana
coenzima,2.15,legendaria,,4,llana
colaboracionismo,2.15,legendaria,,7,llana
coleto,2.15,legendaria,,3,llana
colmenero,2.15,legendaria,,4,llana
concéntrico,2.15,legendaria,,4,esdrujula
connotado,2.15,legendaria,,4,llana
contrachapada,2.15,legendaria,,5,llana
contrachapado,2.15,legendaria,,5,llana
corchete,2.15,legendaria,,3,llana
crucería,2.15,legendaria,,4,llana
cuartilla,2.15,legendaria,,3,llana
cuete,2.15,legendaria,,2,llana
cuma,2.15,legendaria,,2,llana
currante,2.15,legendaria,,3,llana
céfiro,2.15,legendaria,,3,esdrujula
cúter,2.15,legendaria,verbo,2,llana
denunciable,2.15,legendaria,,4,llana
desaguar,2.15,legendaria,verbo,3,aguda
desdentado,2.15,legendaria,,4,llana
desfigurar,2.15,legendaria,verbo,4,aguda
deslucida,2.15,legendaria,,4,llana
dosificar,2.15,legendaria,verbo,4,aguda
dromedario,2.15,legendaria,,4,llana
díscolo,2.15,legendaria,,3,esdrujula
economato,2.15,legendaria,,5,llana
elevadora,2.15,legendaria,,5,llana
engomado,2.15,legendaria,,4,llana
entrometida,2.15,legendaria,,5,llana
entuerto,2.15,legendaria,,3,llana
envasar,2.15,legendaria,verbo,3,aguda
episódico,2.15,legendaria,,5,esdrujula
escapista,2.15,legendaria,,4,llana
estresar,2.15,legendaria,verbo,3,aguda
etnocentrismo,2.15,legendaria,,5,llana
extorsionador,2.15,legendaria,,5,aguda
fallera,2.15,legendaria,,3,llana
fiambrera,2.15,legendaria,,3,llana
filibustero,2.15,legendaria,,5,llana
financiador,2.15,legendaria,,4,aguda
fisgón,2.15,legendaria,,2,aguda
flexionar,2.15,legendaria,verbo,3,aguda
frade,2.15,legendaria,,2,llana
fritanga,2.15,legendaria,,3,llana
fumigador,2.15,legendaria,,4,aguda
gelatinoso,2.15,legendaria,,5,llana
gestoría,2.15,legendaria,,4,llana
gingivitis,2.15,legendaria,,4,llana
grafismo,2.15,legendaria,,3,llana
guarín,2.15,legendaria,,2,aguda
güisqui,2.15,legendaria,,2,llana
hallaca,2.15,legendaria,,3,llana
hemodinámica,2.15,legendaria,,6,esdrujula
hosco,2.15,legendaria,,2,llana
incivilizado,2.15,legendaria,,6,llana
indefinible,2.15,legendaria,,5,llana
inescrupuloso,2.15,legendaria,,6,llana
influenciable,2.15,legendaria,,4,llana
inhibitorio,2.15,legendaria,,5,llana
intercostal,2.15,legendaria,,4,aguda
inventariar,2.15,legendaria,verbo,4,aguda
leñoso,2.15,legendaria,,3,llana
librillo,2.15,legendaria,,3,llana
licra,2.15,legendaria,,2,llana
linfa,2.15,legendaria,,2,llana
lumbago,2.15,legendaria,,3,llana
lustroso,2.15,legendaria,,3,llana
malversar,2.15,legendaria,verbo,3,aguda
manabita,2.15,legendaria,,4,llana
mandadero,2.15,legendaria,,4,llana
manierista,2.15,legendaria,,4,llana
marimacho,2.15,legendaria,,4,llana
matate,2.15,legendaria,,3,llana
matusalén,2.15,legendaria,,4,aguda
maxilofacial,2.15,legendaria,,5,aguda
menestra,2.15,legendaria,,3,llana
mesopotámica,2.15,legendaria,,6,esdrujula
mesozoico,2.15,legendaria,,4,llana
micología,2.15,legendaria,,5,llana
misero,2.15,legendaria,,3,llana
misia,2.15,legendaria,,2,llana
monoteísta,2.15,legendaria,,5,llana
montañista,2.15,legendaria,,4,llana
mordedor,2.15,legendaria,,3,aguda
nudillo,2.15,legendaria,,3,llana
ocultista,2.15,legendaria,,4,llana
oficialización,2.15,legendaria,,6,aguda
ofimática,2.15,legendaria,,5,esdrujula
ondulación,2.15,legendaria,,4,aguda
palear,2.15,legendaria,verbo,3,aguda
parapléjico,2.15,legendaria,,5,esdrujula
pareado,2.15,legendaria,,4,llana
pataleo,2.15,legendaria,,4,llana
pebetero,2.15,legendaria,,4,llana
pelotudear,2.15,legendaria,verbo,5,aguda
perdurabilidad,2.15,legendaria,,6,aguda
perita,2.15,legendaria,,3,llana
pesadumbre,2.15,legendaria,,4,llana
pestana,2.15,legendaria,,3,llana
pompón,2.15,legendaria,,2,aguda
postración,2.15,legendaria,,3,aguda
precalentamiento,2.15,legendaria,,6,llana
preolímpico,2.15,legendaria,,5,esdrujula
propugnar,2.15,legendaria,verbo,3,aguda
pufo,2.15,legendaria,,2,llana
purpúreo,2.15,legendaria,,4,esdrujula
puterío,2.15,legendaria,,4,llana
quiropráctico,2.15,legendaria,,5,esdrujula
regenerativo,2.15,legendaria,,6,llana
reglado,2.15,legendaria,,3,llana
ribero,2.15,legendaria,,3,llana
rosedal,2.15,legendaria,,3,aguda
sacramentado,2.15,legendaria,,5,llana
sadomasoquista,2.15,legendaria,,6,llana
salutación,2.15,legendaria,,4,aguda
samsara,2.15,legendaria,,3,llana
santificar,2.15,legendaria,verbo,4,aguda
seseo,2.15,legendaria,,3,llana
sincronismo,2.15,legendaria,,4,llana
sitar,2.15,legendaria,verbo,2,aguda
sobreabundancia,2.15,legendaria,,6,llana
sobrevaloración,2.15,legendaria,,6,aguda
somontano,2.15,legendaria,,4,llana
subdividir,2.15,legendaria,verbo,4,aguda
tinajero,2.15,legendaria,,4,llana
tirantez,2.15,legendaria,,3,aguda
topadora,2.15,legendaria,,4,llana
trapecista,2.15,legendaria,,4,llana
trasnochar,2.15,legendaria,verbo,3,aguda
travestido,2.15,legendaria,,4,llana
triatleta,2.15,legendaria,,3,llana
turbiedad,2.15,legendaria,,3,aguda
ultrajante,2.15,legendaria,,4,llana
universalizar,2.15,legendaria,verbo,6,aguda
vendible,2.15,legendaria,,3,llana
visigótica,2.15,legendaria,,5,esdrujula
vivac,2.15,legendaria,,2,aguda
yacaré,2.15,legendaria,,3,aguda
zarzaparrilla,2.15,legendaria,,5,llana
zopilote,2.15,legendaria,,4,llana
acabose,2.14,legendaria,,4,llana
ademar,2.14,legendaria,verbo,3,aguda
aforamiento,2.14,legendaria,,5,llana
aguamarina,2.14,legendaria,,5,llana
albiazul,2.14,legendaria,,3,aguda
algaba,2.14,legendaria,,3,llana
amotinado,2.14,legendaria,,5,llana
amueblar,2.14,legendaria,verbo,3,aguda
amá,2.14,legendaria,,2,aguda
andesita,2.14,legendaria,,4,llana
anestesiar,2.14,legendaria,verbo,4,aguda
anguilla,2.14,legendaria,,3,llana
antimilitarista,2.14,legendaria,,7,llana
apósito,2.14,legendaria,,4,esdrujula
arpista,2.14,legendaria,,3,llana
arraigar,2.14,legendaria,verbo,3,aguda
atora,2.14,legendaria,,3,llana
auscultación,2.14,legendaria,,4,aguda
autoconstrucción,2.14,legendaria,,5,aguda
avispón,2.14,legendaria,,3,aguda
bacteriológica,2.14,legendaria,,6,esdrujula
baratillo,2.14,legendaria,,4,llana
barquilla,2.14,legendaria,,3,llana
bañadera,2.14,legendaria,,4,llana
berilio,2.14,legendaria,,3,llana
bidé,2.14,legendaria,,2,aguda
bienamado,2.14,legendaria,,4,llana
biofísica,2.14,legendaria,,4,esdrujula
bioinformática,2.14,legendaria,,5,esdrujula
boato,2.14,legendaria,,3,llana
cabezuela,2.14,legendaria,,4,llana
cabria,2.14,legendaria,,2,llana
cachaza,2.14,legendaria,,3,llana
cardenalicio,2.14,legendaria,,5,llana
cardumen,2.14,legendaria,,3,llana
cartujo,2.14,legendaria,,3,llana
cedente,2.14,legendaria,,3,llana
censar,2.14,legendaria,verbo,2,aguda
chamizo,2.14,legendaria,,3,llana
chamuscado,2.14,legendaria,,4,llana
chanda,2.14,legendaria,,2,llana
chubasco,2.14,legendaria,,3,llana
cibercafé,2.14,legendaria,,4,aguda
coactivo,2.14,legendaria,,4,llana
coeditor,2.14,legendaria,,4,aguda
colgajo,2.14,legendaria,,3,llana
compartimentación,2.14,legendaria,,6,aguda
convocación,2.14,legendaria,,4,aguda
creso,2.14,legendaria,,2,llana
cric,2.14,legendaria,,1,aguda
culote,2.14,legendaria,,3,llana
desangrar,2.14,legendaria,verbo,3,aguda
desganado,2.14,legendaria,,4,llana
desheredado,2.14,legendaria,,5,llana
desinflar,2.14,legendaria,verbo,3,aguda
despolitizar,2.14,legendaria,verbo,5,aguda
destripar,2.14,legendaria,verbo,3,aguda
develación,2.14,legendaria,,4,aguda
disfagia,2.14,legendaria,,3,llana
doceavo,2.14,legendaria,,4,llana
eliminador,2.14,legendaria,,5,aguda
encabronar,2.14,legendaria,verbo,4,aguda
entintado,2.14,legendaria,,4,llana
entrecortado,2.14,legendaria,,5,llana
entreguista,2.14,legendaria,,4,llana
equilátero,2.14,legendaria,,5,esdrujula
escapular,2.14,legendaria,verbo,4,aguda
esparadrapo,2.14,legendaria,,5,llana
esturión,2.14,legendaria,,3,aguda
exprimidor,2.14,legendaria,,4,aguda
flap,2.14,legendaria,,1,aguda
fricativa,2.14,legendaria,,4,llana
funcionarial,2.14,legendaria,,4,aguda
fundente,2.14,legendaria,,3,llana
férrico,2.14,legendaria,,3,esdrujula
gabacho,2.14,legendaria,,3,llana
gacetilla,2.14,legendaria,,4,llana
galerna,2.14,legendaria,,3,llana
garrucha,2.14,legendaria,,3,llana
gramado,2.14,legendaria,,3,llana
grandullón,2.14,legendaria,,3,aguda
guantelete,2.14,legendaria,,4,llana
guasca,2.14,legendaria,,2,llana
helenístico,2.14,legendaria,,5,esdrujula
hilada,2.14,legendaria,,3,llana
hiperglucemia,2.14,legendaria,,5,llana
hipoacusia,2.14,legendaria,,5,llana
histriónico,2.14,legendaria,,4,esdrujula
hospedador,2.14,legendaria,,4,aguda
huapango,2.14,legendaria,,3,llana
incoación,2.14,legendaria,,4,aguda
inexpresivo,2.14,legendaria,,5,llana
inocular,2.14,legendaria,verbo,4,aguda
insinuante,2.14,legendaria,,4,llana
iridio,2.14,legendaria,,3,llana
jamba,2.14,legendaria,,2,llana
lechada,2.14,legendaria,,3,llana
limitador,2.14,legendaria,,4,aguda
lomita,2.14,legendaria,,3,llana
mantón,2.14,legendaria,,2,aguda
mascarón,2.14,legendaria,,3,aguda
matasellos,2.14,legendaria,,4,llana
meandro,2.14,legendaria,,3,llana
mecanizar,2.14,legendaria,verbo,4,aguda
mecanógrafa,2.14,legendaria,,5,esdrujula
melanesia,2.14,legendaria,,4,llana
mitocondria,2.14,legendaria,,4,llana
modificable,2.14,legendaria,,5,llana
mordacidad,2.14,legendaria,,4,aguda
morelense,2.14,legendaria,,4,llana
mosqueta,2.14,legendaria,,3,llana
nanay,2.14,legendaria,,2,aguda
neumología,2.14,legendaria,,5,llana
newtoniana,2.14,legendaria,,4,llana
nochecita,2.14,legendaria,,4,llana
objetivismo,2.14,legendaria,,5,llana
olfativo,2.14,legendaria,,4,llana
olivero,2.14,legendaria,,4,llana
palurdo,2.14,legendaria,,3,llana
peleón,2.14,legendaria,,3,aguda
periodización,2.14,legendaria,,5,aguda
picotear,2.14,legendaria,verbo,4,aguda
platonismo,2.14,legendaria,,4,llana
pleura,2.14,legendaria,,2,llana
plomada,2.14,legendaria,,3,llana
plomizo,2.14,legendaria,,3,llana
ponderosa,2.14,legendaria,,4,llana
preoperatorio,2.14,legendaria,,6,llana
pulgón,2.14,legendaria,,2,aguda
rabanal,2.14,legendaria,,3,aguda
recuero,2.14,legendaria,,3,llana
respiradero,2.14,legendaria,,5,llana
retrotraer,2.14,legendaria,verbo,4,aguda
rochela,2.14,legendaria,,3,llana
rodero,2.14,legendaria,,3,llana
rojillo,2.14,legendaria,,3,llana
rosillo,2.14,legendaria,,3,llana
sacre,2.14,legendaria,,2,llana
samia,2.14,legendaria,,2,llana
semiautomático,2.14,legendaria,,6,esdrujula
serrar,2.14,legendaria,verbo,2,aguda
sextante,2.14,legendaria,,3,llana
sexualización,2.14,legendaria,,5,aguda
silabario,2.14,legendaria,,4,llana
sobrevenida,2.14,legendaria,,5,llana
sobrevida,2.14,legendaria,,4,llana
sofoco,2.14,legendaria,,3,llana
soslayo,2.14,legendaria,,3,llana
subtitular,2.14,legendaria,verbo,4,aguda
sufragista,2.14,legendaria,,4,llana
supernumerario,2.14,legendaria,,6,llana
talión,2.14,legendaria,,2,aguda
terceto,2.14,legendaria,,3,llana
tomista,2.14,legendaria,,3,llana
tragicómico,2.14,legendaria,,5,esdrujula
trajeado,2.14,legendaria,,4,llana
trancazo,2.14,legendaria,,3,llana
trepado,2.14,legendaria,,3,llana
tuneado,2.14,legendaria,,4,llana
turón,2.14,legendaria,,2,aguda
télex,2.14,legendaria,,2,llana
vacile,2.14,legendaria,,3,llana
vaporización,2.14,legendaria,,5,aguda
vasoconstricción,2.14,legendaria,,5,aguda
verbigracia,2.14,legendaria,,4,llana
veteado,2.14,legendaria,,4,llana
véneto,2.14,legendaria,,3,esdrujula
wau,2.14,legendaria,,1,aguda
zubia,2.14,legendaria,,2,llana
abastecedor,2.13,legendaria,,5,aguda
