lema,zipf,rareza,categoria_provisional,silabas,acentuacion
abrochar,2.13,legendaria,verbo,3,aguda
aerogenerador,2.13,legendaria,,7,aguda
aglutinador,2.13,legendaria,,5,aguda
alienante,2.13,legendaria,,4,llana
amasijo,2.13,legendaria,,4,llana
ambientador,2.13,legendaria,,4,aguda
ambientalismo,2.13,legendaria,,5,llana
antiarrugas,2.13,legendaria,,4,llana
antirrobo,2.13,legendaria,,4,llana
arandela,2.13,legendaria,,4,llana
arbóreo,2.13,legendaria,,4,esdrujula
arqueta,2.13,legendaria,,3,llana
arriar,2.13,legendaria,verbo,2,aguda
arropar,2.13,legendaria,verbo,3,aguda
auriga,2.13,legendaria,,3,llana
bajonear,2.13,legendaria,verbo,4,aguda
bajorrelieve,2.13,legendaria,,5,llana
barbijo,2.13,legendaria,,3,llana
bardero,2.13,legendaria,,3,llana
barreño,2.13,legendaria,,3,llana
bartola,2.13,legendaria,,3,llana
borbolla,2.13,legendaria,,3,llana
calistenia,2.13,legendaria,,4,llana
carenado,2.13,legendaria,,4,llana
carromato,2.13,legendaria,,4,llana
castellanización,2.13,legendaria,,6,aguda
catenaria,2.13,legendaria,,4,llana
cella,2.13,legendaria,,2,llana
cema,2.13,legendaria,,2,llana
chacarero,2.13,legendaria,,4,llana
chianti,2.13,legendaria,,2,llana
chicharro,2.13,legendaria,,3,llana
chinchero,2.13,legendaria,,3,llana
cincelado,2.13,legendaria,,4,llana
coahuilense,2.13,legendaria,,5,llana
contrafuerte,2.13,legendaria,,4,llana
contralora,2.13,legendaria,,4,llana
copera,2.13,legendaria,,3,llana
coquito,2.13,legendaria,,3,llana
corpulencia,2.13,legendaria,,4,llana
creacionista,2.13,legendaria,,5,llana
cruceño,2.13,legendaria,,3,llana
culpabilizar,2.13,legendaria,verbo,5,aguda
cupé,2.13,legendaria,,2,aguda
decimotercero,2.13,legendaria,,6,llana
desconsideración,2.13,legendaria,,6,aguda
desordenar,2.13,legendaria,verbo,4,aguda
despejo,2.13,legendaria,,3,llana
desprolijo,2.13,legendaria,,4,llana
distendida,2.13,legendaria,,4,llana
divisibilidad,2.13,legendaria,,6,aguda
embarco,2.13,legendaria,,3,llana
encoger,2.13,legendaria,verbo,3,aguda
enlodar,2.13,legendaria,verbo,3,aguda
entrelazar,2.13,legendaria,verbo,4,aguda
epidemiólogo,2.13,legendaria,,6,esdrujula
erial,2.13,legendaria,,2,aguda
escita,2.13,legendaria,,3,llana
escopolamina,2.13,legendaria,,6,llana
escorzo,2.13,legendaria,,3,llana
espéculo,2.13,legendaria,,4,esdrujula
estridencia,2.13,legendaria,,4,llana
estructuralista,2.13,legendaria,,6,llana
explotable,2.13,legendaria,,4,llana
externalizar,2.13,legendaria,verbo,5,aguda
favo,2.13,legendaria,,2,llana
fibrina,2.13,legendaria,,3,llana
fletar,2.13,legendaria,verbo,2,aguda
flirtear,2.13,legendaria,verbo,3,aguda
gatera,2.13,legendaria,,3,llana
gavilla,2.13,legendaria,,3,llana
gerenciar,2.13,legendaria,verbo,3,aguda
gofio,2.13,legendaria,,2,llana
gomero,2.13,legendaria,,3,llana
gomosa,2.13,legendaria,,3,llana
gradualismo,2.13,legendaria,,4,llana
granulometría,2.13,legendaria,,6,llana
greca,2.13,legendaria,,2,llana
hacho,2.13,legendaria,,2,llana
hayedo,2.13,legendaria,,3,llana
henar,2.13,legendaria,verbo,2,aguda
herbolario,2.13,legendaria,,4,llana
hilvanar,2.13,legendaria,verbo,3,aguda
histrionismo,2.13,legendaria,,4,llana
incriminación,2.13,legendaria,,5,aguda
inmediación,2.13,legendaria,,4,aguda
interiorización,2.13,legendaria,,6,aguda
interterritorial,2.13,legendaria,,6,aguda
intraocular,2.13,legendaria,verbo,5,aguda
jacobino,2.13,legendaria,,4,llana
jamaiquina,2.13,legendaria,,4,llana
jerarquizar,2.13,legendaria,verbo,4,aguda
jira,2.13,legendaria,,2,llana
jolín,2.13,legendaria,,2,aguda
keniata,2.13,legendaria,,3,llana
laicista,2.13,legendaria,,3,llana
ludopatía,2.13,legendaria,,5,llana
lulo,2.13,legendaria,,2,llana
lumínico,2.13,legendaria,,4,esdrujula
malaquita,2.13,legendaria,,4,llana
manida,2.13,legendaria,,3,llana
maracucho,2.13,legendaria,,4,llana
maronita,2.13,legendaria,,4,llana
marra,2.13,legendaria,,2,llana
marraqueta,2.13,legendaria,,4,llana
marro,2.13,legendaria,,2,llana
mastitis,2.13,legendaria,,3,llana
matización,2.13,legendaria,,4,aguda
membranosa,2.13,legendaria,,4,llana
metabolizar,2.13,legendaria,verbo,5,aguda
metatarsiano,2.13,legendaria,,5,llana
micelio,2.13,legendaria,,3,llana
micho,2.13,legendaria,,2,llana
mirasol,2.13,legendaria,,3,aguda
monolingüe,2.13,legendaria,,4,llana
moraleda,2.13,legendaria,,4,llana
morrillo,2.13,legendaria,,3,llana
niacina,2.13,legendaria,,3,llana
numismático,2.13,legendaria,,5,esdrujula
oclusiva,2.13,legendaria,,4,llana
opinable,2.13,legendaria,,4,llana
ostión,2.13,legendaria,,2,aguda
pachorra,2.13,legendaria,,3,llana
palmeral,2.13,legendaria,,3,aguda
panhispánico,2.13,legendaria,,5,esdrujula
parao,2.13,legendaria,,3,llana
pareo,2.13,legendaria,,3,llana
parisiense,2.13,legendaria,,4,llana
parrafada,2.13,legendaria,,4,llana
paseante,2.13,legendaria,,4,llana
paular,2.13,legendaria,verbo,2,aguda
pedimento,2.13,legendaria,,4,llana
perruno,2.13,legendaria,,3,llana
personarse,2.13,legendaria,,4,llana
polinesio,2.13,legendaria,,4,llana
polígamo,2.13,legendaria,,4,esdrujula
prana,2.13,legendaria,,2,llana
problematizar,2.13,legendaria,verbo,5,aguda
prono,2.13,legendaria,,2,llana
pérmico,2.13,legendaria,,3,esdrujula
quera,2.13,legendaria,,2,llana
rabona,2.13,legendaria,,3,llana
radiocomunicación,2.13,legendaria,,7,aguda
raquídeo,2.13,legendaria,,4,esdrujula
recatado,2.13,legendaria,,4,llana
remache,2.13,legendaria,,3,llana
removible,2.13,legendaria,,4,llana
retinopatía,2.13,legendaria,,6,llana
retractar,2.13,legendaria,verbo,3,aguda
riata,2.13,legendaria,,2,llana
rinoplastia,2.13,legendaria,,4,llana
ruandés,2.13,legendaria,,2,aguda
sacrificial,2.13,legendaria,,4,aguda
sigua,2.13,legendaria,,2,llana
sobrecoste,2.13,legendaria,,4,llana
sobretasa,2.13,legendaria,,4,llana
sodomita,2.13,legendaria,,4,llana
solenoide,2.13,legendaria,,4,llana
sollozar,2.13,legendaria,verbo,3,aguda
soplador,2.13,legendaria,,3,aguda
subprefectura,2.13,legendaria,,5,llana
sumersión,2.13,legendaria,,3,aguda
sínfisis,2.13,legendaria,,3,esdrujula
sólito,2.13,legendaria,,3,esdrujula
taranto,2.13,legendaria,,3,llana
tempura,2.13,legendaria,,3,llana
termita,2.13,legendaria,,3,llana
tiquete,2.13,legendaria,,3,llana
tondo,2.13,legendaria,,2,llana
trasunto,2.13,legendaria,,3,llana
trazador,2.13,legendaria,,3,aguda
trecientos,2.13,legendaria,,3,llana
trinca,2.13,legendaria,,2,llana
trincar,2.13,legendaria,verbo,2,aguda
ultraizquierda,2.13,legendaria,,4,llana
urca,2.13,legendaria,,2,llana
vandálico,2.13,legendaria,,4,esdrujula
vesicular,2.13,legendaria,verbo,4,aguda
violonchelista,2.13,legendaria,,5,llana
yaguareté,2.13,legendaria,,4,aguda
yeyo,2.13,legendaria,,2,llana
zurdazo,2.13,legendaria,,3,llana
ónix,2.13,legendaria,,2,llana
achuar,2.12,legendaria,verbo,2,aguda
agujerear,2.12,legendaria,verbo,5,aguda
ajillo,2.12,legendaria,,3,llana
altivez,2.12,legendaria,,3,aguda
amiloide,2.12,legendaria,,4,llana
amontonamiento,2.12,legendaria,,6,llana
ansina,2.12,legendaria,,3,llana
antinuclear,2.12,legendaria,verbo,5,aguda
archicofradía,2.12,legendaria,,6,llana
armonio,2.12,legendaria,,3,llana
arábica,2.12,legendaria,,4,esdrujula
ascético,2.12,legendaria,,4,esdrujula
aséptico,2.12,legendaria,,4,esdrujula
atolondrado,2.12,legendaria,,5,llana
atontada,2.12,legendaria,,4,llana
avasallamiento,2.12,legendaria,,6,llana
avisador,2.12,legendaria,,4,aguda
avocado,2.12,legendaria,,4,llana
banalizar,2.12,legendaria,verbo,4,aguda
bancarización,2.12,legendaria,,5,aguda
batiburrillo,2.12,legendaria,,5,llana
boscoso,2.12,legendaria,,3,llana
botarga,2.12,legendaria,,3,llana
brama,2.12,legendaria,,2,llana
buje,2.12,legendaria,,2,llana
bótox,2.12,legendaria,,2,llana
caballeresco,2.12,legendaria,,5,llana
cacheo,2.12,legendaria,,3,llana
calamitoso,2.12,legendaria,,5,llana
califal,2.12,legendaria,,3,aguda
callista,2.12,legendaria,,3,llana
calonge,2.12,legendaria,,3,llana
calorífico,2.12,legendaria,,5,esdrujula
carel,2.12,legendaria,,2,aguda
carolingio,2.12,legendaria,,4,llana
carozo,2.12,legendaria,,3,llana
carrerilla,2.12,legendaria,,4,llana
cascarilla,2.12,legendaria,,4,llana
catabolismo,2.12,legendaria,,5,llana
cauda,2.12,legendaria,,2,llana
ceceo,2.12,legendaria,,3,llana
centrípeta,2.12,legendaria,,4,esdrujula
chapoteo,2.12,legendaria,,4,llana
chut,2.12,legendaria,,1,aguda
chuzo,2.12,legendaria,,2,llana
clavería,2.12,legendaria,,4,llana
cleptocracia,2.12,legendaria,,4,llana
cocotero,2.12,legendaria,,4,llana
coedición,2.12,legendaria,,4,aguda
contertulio,2.12,legendaria,,4,llana
contumaz,2.12,legendaria,,3,aguda
corrillo,2.12,legendaria,,3,llana
covalente,2.12,legendaria,,4,llana
crista,2.12,legendaria,,2,llana
culotte,2.12,legendaria,,3,llana
dandi,2.12,legendaria,,2,llana
deparar,2.12,legendaria,verbo,3,aguda
desandar,2.12,legendaria,verbo,3,aguda
direccionalidad,2.12,legendaria,,6,aguda
distributivo,2.12,legendaria,,5,llana
duranguense,2.12,legendaria,,4,llana
ejemplarizante,2.12,legendaria,,6,llana
electroquímica,2.12,legendaria,,6,esdrujula
empacadora,2.12,legendaria,,5,llana
empanado,2.12,legendaria,,4,llana
ensaladera,2.12,legendaria,,5,llana
ensartar,2.12,legendaria,verbo,3,aguda
eruptivo,2.12,legendaria,,4,llana
escolano,2.12,legendaria,,4,llana
escopetazo,2.12,legendaria,,5,llana
escurrido,2.12,legendaria,,4,llana
espita,2.12,legendaria,,3,llana
estigia,2.12,legendaria,,3,llana
estrujar,2.12,legendaria,verbo,3,aguda
examinación,2.12,legendaria,,5,aguda
exculpar,2.12,legendaria,verbo,3,aguda
farallón,2.12,legendaria,,3,aguda
ferrería,2.12,legendaria,,4,llana
fisicoculturista,2.12,legendaria,,7,llana
fitoterapia,2.12,legendaria,,5,llana
flagelado,2.12,legendaria,,4,llana
foramen,2.12,legendaria,,3,llana
fosca,2.12,legendaria,,2,llana
gambeta,2.12,legendaria,,3,llana
garífuna,2.12,legendaria,,4,esdrujula
gatuno,2.12,legendaria,,3,llana
gramínea,2.12,legendaria,,4,esdrujula
guarrilla,2.12,legendaria,,3,llana
guindo,2.12,legendaria,,2,llana
hemisférico,2.12,legendaria,,5,esdrujula
hojilla,2.12,legendaria,,3,llana
homérico,2.12,legendaria,,4,esdrujula
hoyada,2.12,legendaria,,3,llana
humilladero,2.12,legendaria,,5,llana
husillo,2.12,legendaria,,3,llana
intelectiva,2.12,legendaria,,5,llana
intravascular,2.12,legendaria,verbo,5,aguda
invisibilización,2.12,legendaria,,7,aguda
involucración,2.12,legendaria,,5,aguda
irreflexivo,2.12,legendaria,,5,llana
jora,2.12,legendaria,,2,llana
josa,2.12,legendaria,,2,llana
jote,2.12,legendaria,,2,llana
judaico,2.12,legendaria,,3,llana
latinización,2.12,legendaria,,5,aguda
lavandero,2.12,legendaria,,4,llana
lechazo,2.12,legendaria,,3,llana
lene,2.12,legendaria,,2,llana
lesbiano,2.12,legendaria,,3,llana
libidinoso,2.12,legendaria,,5,llana
licia,2.12,legendaria,,2,llana
licuefacción,2.12,legendaria,,4,aguda
licántropo,2.12,legendaria,,4,esdrujula
litigación,2.12,legendaria,,4,aguda
llanada,2.12,legendaria,,3,llana
lodosa,2.12,legendaria,,3,llana
majadería,2.12,legendaria,,5,llana
malevo,2.12,legendaria,,3,llana
manchú,2.12,legendaria,,2,aguda
mantenedor,2.12,legendaria,,4,aguda
marinar,2.12,legendaria,verbo,3,aguda
marmita,2.12,legendaria,,3,llana
mensura,2.12,legendaria,,3,llana
metrosexual,2.12,legendaria,,4,aguda
microelectrónica,2.12,legendaria,,7,esdrujula
miramiento,2.12,legendaria,,4,llana
modorra,2.12,legendaria,,3,llana
morabito,2.12,legendaria,,4,llana
nalgona,2.12,legendaria,,3,llana
negativismo,2.12,legendaria,,5,llana
osciloscopio,2.12,legendaria,,5,llana
padrote,2.12,legendaria,,3,llana
pajizo,2.12,legendaria,,3,llana
palatinado,2.12,legendaria,,5,llana
patinazo,2.12,legendaria,,4,llana
pepero,2.12,legendaria,,3,llana
perca,2.12,legendaria,,2,llana
plurilingüe,2.12,legendaria,,4,llana
ponzoña,2.12,legendaria,,3,llana
prestidigitación,2.12,legendaria,,6,aguda
pretil,2.12,legendaria,,2,aguda
primitivismo,2.12,legendaria,,5,llana
querellarse,2.12,legendaria,,4,llana
rabal,2.12,legendaria,,2,aguda
rabínica,2.12,legendaria,,4,esdrujula
ramito,2.12,legendaria,,3,llana
redondez,2.12,legendaria,,3,aguda
refino,2.12,legendaria,,3,llana
retozar,2.12,legendaria,verbo,3,aguda
revanchista,2.12,legendaria,,4,llana
rosácea,2.12,legendaria,,4,esdrujula
rusticidad,2.12,legendaria,,4,aguda
sabogal,2.12,legendaria,,3,aguda
salsera,2.12,legendaria,,3,llana
sanguino,2.12,legendaria,,3,llana
santiaguino,2.12,legendaria,,4,llana
secesionismo,2.12,legendaria,,5,llana
septuagésimo,2.12,legendaria,,5,esdrujula
sexagenario,2.12,legendaria,,5,llana
siroco,2.12,legendaria,,3,llana
sonso,2.12,legendaria,,2,llana
sotobosque,2.12,legendaria,,4,llana
sumarísimo,2.12,legendaria,,5,esdrujula
supino,2.12,legendaria,,3,llana
sábila,2.12,legendaria,,3,esdrujula
tayiko,2.12,legendaria,,3,llana
tempranero,2.12,legendaria,,4,llana
tintorero,2.12,legendaria,,4,llana
tocapelotas,2.12,legendaria,,5,llana
travesera,2.12,legendaria,,4,llana
tropecientos,2.12,legendaria,,4,llana
valona,2.12,legendaria,,3,llana
vancomicina,2.12,legendaria,,5,llana
veranda,2.12,legendaria,,3,llana
verraco,2.12,legendaria,,3,llana
vertebración,2.12,legendaria,,4,aguda
vesical,2.12,legendaria,,3,aguda
viperina,2.12,legendaria,,4,llana
viralizar,2.12,legendaria,verbo,4,aguda
voluntariedad,2.12,legendaria,,5,aguda
zafio,2.12,legendaria,,2,llana
zonzo,2.12,legendaria,,2,llana
ácaro,2.12,legendaria,,3,esdrujula
éster,2.12,legendaria,verbo,2,llana
ñandú,2.12,legendaria,,2,aguda
abolladura,2.11,legendaria,,5,llana
acaparador,2.11,legendaria,,5,aguda
aclaratorio,2.11,legendaria,,5,llana
acéfalo,2.11,legendaria,,4,esdrujula
agobiar,2.11,legendaria,verbo,3,aguda
agronómico,2.11,legendaria,,5,esdrujula
aguador,2.11,legendaria,,3,aguda
algodonero,2.11,legendaria,,5,llana
ampliable,2.11,legendaria,,3,llana
anhidro,2.11,legendaria,,3,llana
antitoxina,2.11,legendaria,,5,llana
aprobatorio,2.11,legendaria,,5,llana
aristarco,2.11,legendaria,,4,llana
autonomismo,2.11,legendaria,,5,llana
backgammon,2.11,legendaria,,3,llana
beicon,2.11,legendaria,,2,llana
berón,2.11,legendaria,,2,aguda
bipartito,2.11,legendaria,,4,llana
bizca,2.11,legendaria,,2,llana
bocana,2.11,legendaria,,3,llana
borrico,2.11,legendaria,,3,llana
brahmán,2.11,legendaria,,2,aguda
buscón,2.11,legendaria,,2,aguda
bártulos,2.11,legendaria,,3,esdrujula
bórico,2.11,legendaria,,3,esdrujula
caciquil,2.11,legendaria,,3,aguda
caldeo,2.11,legendaria,,3,llana
cangallo,2.11,legendaria,,3,llana
caracalla,2.11,legendaria,,4,llana
cartonero,2.11,legendaria,,4,llana
catión,2.11,legendaria,,2,aguda
cavernoso,2.11,legendaria,,4,llana
cebador,2.11,legendaria,,3,aguda
chancro,2.11,legendaria,,2,llana
chivado,2.11,legendaria,,3,llana
clavicordio,2.11,legendaria,,4,llana
clica,2.11,legendaria,,2,llana
colleja,2.11,legendaria,,3,llana
compensador,2.11,legendaria,,4,aguda
conciudadano,2.11,legendaria,,5,llana
conejera,2.11,legendaria,,4,llana
confraternizar,2.11,legendaria,verbo,5,aguda
congrio,2.11,legendaria,,2,llana
coralina,2.11,legendaria,,4,llana
cordal,2.11,legendaria,,2,aguda
coronda,2.11,legendaria,,3,llana
cristalografía,2.11,legendaria,,6,llana
croma,2.11,legendaria,,2,llana
cumana,2.11,legendaria,,3,llana
curtir,2.11,legendaria,verbo,2,aguda
cóndilo,2.11,legendaria,,3,esdrujula
daltonismo,2.11,legendaria,,4,llana
decimoctava,2.11,legendaria,,5,llana
dende,2.11,legendaria,,2,llana
depurador,2.11,legendaria,,4,aguda
desarraigar,2.11,legendaria,verbo,4,aguda
descamación,2.11,legendaria,,4,aguda
desdoblar,2.11,legendaria,verbo,3,aguda
desparecer,2.11,legendaria,verbo,4,aguda
detentar,2.11,legendaria,verbo,3,aguda
dirigencial,2.11,legendaria,,4,aguda
domínico,2.11,legendaria,,4,esdrujula
domótica,2.11,legendaria,,4,esdrujula
encallar,2.11,legendaria,verbo,3,aguda
endiablada,2.11,legendaria,,4,llana
endoscópica,2.11,legendaria,,5,esdrujula
enviudar,2.11,legendaria,verbo,3,aguda
eremita,2.11,legendaria,,4,llana
erg,2.11,legendaria,,1,aguda
escalo,2.11,legendaria,,3,llana
escotado,2.11,legendaria,,4,llana
espiritualismo,2.11,legendaria,,6,llana
esquinero,2.11,legendaria,,4,llana
estada,2.11,legendaria,,3,llana
estiaje,2.11,legendaria,,3,llana
eximio,2.11,legendaria,,3,llana
experticia,2.11,legendaria,,4,llana
exógena,2.11,legendaria,,4,esdrujula
fato,2.11,legendaria,,2,llana
franquiciado,2.11,legendaria,,4,llana
fructificar,2.11,legendaria,verbo,4,aguda
galápago,2.11,legendaria,,4,esdrujula
gatopardo,2.11,legendaria,,4,llana
gerontología,2.11,legendaria,,6,llana
habar,2.11,legendaria,verbo,2,aguda
harinera,2.11,legendaria,,4,llana
hermanada,2.11,legendaria,,4,llana
hipertensiva,2.11,legendaria,,5,llana
hispanismo,2.11,legendaria,,4,llana
homínido,2.11,legendaria,,4,esdrujula
impedimenta,2.11,legendaria,,5,llana
imprevisión,2.11,legendaria,,4,aguda
impuntual,2.11,legendaria,,3,aguda
incombustible,2.11,legendaria,,5,llana
indivisibilidad,2.11,legendaria,,7,aguda
inflexibilidad,2.11,legendaria,,6,aguda
inimputable,2.11,legendaria,,5,llana
insepulto,2.11,legendaria,,4,llana
inundable,2.11,legendaria,,4,llana
invariante,2.11,legendaria,,4,llana
jijona,2.11,legendaria,,3,llana
lancero,2.11,legendaria,,3,llana
larval,2.11,legendaria,,2,aguda
litiasis,2.11,legendaria,,3,llana
malina,2.11,legendaria,,3,llana
mamotreto,2.11,legendaria,,4,llana
manualidad,2.11,legendaria,,4,aguda
mofeta,2.11,legendaria,,3,llana
monacato,2.11,legendaria,,4,llana
morbosidad,2.11,legendaria,,4,aguda
movilizador,2.11,legendaria,,5,aguda
mundanal,2.11,legendaria,,3,aguda
nervadura,2.11,legendaria,,4,llana
niel,2.11,legendaria,,1,aguda
ojota,2.11,legendaria,,3,llana
operable,2.11,legendaria,,4,llana
ornitólogo,2.11,legendaria,,5,esdrujula
osamenta,2.11,legendaria,,4,llana
pajilla,2.11,legendaria,,3,llana
palada,2.11,legendaria,,3,llana
palatal,2.11,legendaria,,3,aguda
pasmo,2.11,legendaria,,2,llana
pastoso,2.11,legendaria,,3,llana
pecoso,2.11,legendaria,,3,llana
permanganato,2.11,legendaria,,5,llana
petirrojo,2.11,legendaria,,4,llana
pital,2.11,legendaria,,2,aguda
pocillo,2.11,legendaria,,3,llana
politeísmo,2.11,legendaria,,5,llana
portaobjetos,2.11,legendaria,,5,llana
preestablecida,2.11,legendaria,,6,llana
prendimiento,2.11,legendaria,,4,llana
probabilístico,2.11,legendaria,,6,esdrujula
pronominal,2.11,legendaria,,4,aguda
punteo,2.11,legendaria,,3,llana
recostar,2.11,legendaria,verbo,3,aguda
redireccionar,2.11,legendaria,verbo,5,aguda
regiomontana,2.11,legendaria,,5,llana
rematador,2.11,legendaria,,4,aguda
remunerativo,2.11,legendaria,,6,llana
restregar,2.11,legendaria,verbo,3,aguda
rociador,2.11,legendaria,,3,aguda
serenazgo,2.11,legendaria,,4,llana
sexenal,2.11,legendaria,,3,aguda
sonorización,2.11,legendaria,,5,aguda
subclavia,2.11,legendaria,,3,llana
subcontrata,2.11,legendaria,,4,llana
suntuosidad,2.11,legendaria,,4,aguda
tabarra,2.11,legendaria,,3,llana
tahona,2.11,legendaria,,3,llana
talasemia,2.11,legendaria,,4,llana
tartufo,2.11,legendaria,,3,llana
ternario,2.11,legendaria,,3,llana
tesa,2.11,legendaria,,2,llana
tetilla,2.11,legendaria,,3,llana
tremor,2.11,legendaria,,2,aguda
trófica,2.11,legendaria,,3,esdrujula
tuno,2.11,legendaria,,2,llana
tupí,2.11,legendaria,,2,aguda
ugandés,2.11,legendaria,,3,aguda
vapear,2.11,legendaria,verbo,3,aguda
vejar,2.11,legendaria,verbo,2,aguda
vejestorio,2.11,legendaria,,4,llana
vigués,2.11,legendaria,,2,aguda
viático,2.11,legendaria,,3,esdrujula
abarcador,2.1,legendaria,,4,aguda
acadio,2.1,legendaria,,3,llana
acetilsalicílico,2.1,legendaria,,8,esdrujula
acopiar,2.1,legendaria,verbo,3,aguda
aditamento,2.1,legendaria,,5,llana
afrutado,2.1,legendaria,,4,llana
alamar,2.1,legendaria,verbo,3,aguda
aliar,2.1,legendaria,verbo,2,aguda
amigote,2.1,legendaria,,4,llana
amilasa,2.1,legendaria,,4,llana
anomia,2.1,legendaria,,3,llana
antiimperialismo,2.1,legendaria,,6,llana
antonina,2.1,legendaria,,4,llana
bagazo,2.1,legendaria,,3,llana
bailaora,2.1,legendaria,,4,llana
bemba,2.1,legendaria,,2,llana
biotecnológica,2.1,legendaria,,6,esdrujula
butifarra,2.1,legendaria,,4,llana
bórax,2.1,legendaria,,2,llana
cabalgada,2.1,legendaria,,4,llana
callejuela,2.1,legendaria,,4,llana
calé,2.1,legendaria,,2,aguda
camafeo,2.1,legendaria,,4,llana
cané,2.1,legendaria,,2,aguda
cascarita,2.1,legendaria,,4,llana
catalítico,2.1,legendaria,,5,esdrujula
cataplasma,2.1,legendaria,,4,llana
chaflán,2.1,legendaria,,2,aguda
chancleta,2.1,legendaria,,3,llana
chapero,2.1,legendaria,,3,llana
chilanga,2.1,legendaria,,3,llana
chilca,2.1,legendaria,,2,llana
chorear,2.1,legendaria,verbo,3,aguda
chumbo,2.1,legendaria,,2,llana
cochinito,2.1,legendaria,,4,llana
conmutativa,2.1,legendaria,,5,llana
coprotagonista,2.1,legendaria,,6,llana
correlativo,2.1,legendaria,,5,llana
cromatina,2.1,legendaria,,4,llana
cuera,2.1,legendaria,,2,llana
cutral,2.1,legendaria,,2,aguda
cárnico,2.1,legendaria,,3,esdrujula
deflexión,2.1,legendaria,,3,aguda
desaforada,2.1,legendaria,,5,llana
descongelamiento,2.1,legendaria,,6,llana
deslucido,2.1,legendaria,,4,llana
despolarización,2.1,legendaria,,6,aguda
dilapidar,2.1,legendaria,verbo,4,aguda
dilatoria,2.1,legendaria,,4,llana
disertante,2.1,legendaria,,4,llana
distractor,2.1,legendaria,,3,aguda
ejercitación,2.1,legendaria,,5,aguda
encauzamiento,2.1,legendaria,,5,llana
endotelial,2.1,legendaria,,4,aguda
ensayística,2.1,legendaria,,5,esdrujula
